no,yes,actual,is_pos,tp,fp,sensitivity,fpr,specificity,precision,seed,groups,train_frac,test_group
0.649,0.351,no,FALSE,7,2,0.7777777777777778,0.15384615384615385,0.8461538461538461,0.7777777777777778,102,exp_id_number,0.65,fmt_1
0.676,0.324,yes,TRUE,8,2,0.8888888888888888,0.15384615384615385,0.8461538461538461,0.8,102,exp_id_number,0.65,fmt_1
0.731,0.269,yes,TRUE,9,2,1,0.15384615384615385,0.8461538461538461,0.8181818181818182,102,exp_id_number,0.65,fmt_1
0.747,0.253,no,FALSE,9,3,1,0.23076923076923078,0.7692307692307692,0.75,102,exp_id_number,0.65,fmt_1
0.768,0.232,no,FALSE,9,4,1,0.3076923076923077,0.6923076923076923,0.6923076923076923,102,exp_id_number,0.65,fmt_1
0.768,0.232,no,FALSE,9,5,1,0.38461538461538464,0.6153846153846154,0.6428571428571429,102,exp_id_number,0.65,fmt_1
0.797,0.203,no,FALSE,9,6,1,0.46153846153846156,0.5384615384615384,0.6,102,exp_id_number,0.65,fmt_1
0.82,0.18,no,FALSE,9,7,1,0.5384615384615384,0.46153846153846156,0.5625,102,exp_id_number,0.65,fmt_1
0.848,0.152,no,FALSE,9,8,1,0.6153846153846154,0.3846153846153846,0.5294117647058824,102,exp_id_number,0.65,fmt_1
0.867,0.133,no,FALSE,9,9,1,0.6923076923076923,0.3076923076923077,0.5,102,exp_id_number,0.65,fmt_1
0.877,0.123,no,FALSE,9,10,1,0.7692307692307693,0.23076923076923073,0.47368421052631576,102,exp_id_number,0.65,fmt_1
0.898,0.102,no,FALSE,9,11,1,0.8461538461538461,0.15384615384615385,0.45,102,exp_id_number,0.65,fmt_1
0.943,0.057,no,FALSE,9,12,1,0.9230769230769231,0.07692307692307687,0.42857142857142855,102,exp_id_number,0.65,fmt_1
0.947,0.053,no,FALSE,9,13,1,1,0,0.4090909090909091,102,exp_id_number,0.65,fmt_1
0.221,0.779,yes,TRUE,1,0,0.3333333333333333,0,1,1,102,exp_id_number,0.65,fmt_2
0.325,0.675,no,FALSE,1,1,0.3333333333333333,0.05263157894736842,0.9473684210526316,0.5,102,exp_id_number,0.65,fmt_2
0.359,0.641,yes,TRUE,2,1,0.6666666666666666,0.05263157894736842,0.9473684210526316,0.6666666666666666,102,exp_id_number,0.65,fmt_2
0.418,0.582,no,FALSE,2,2,0.6666666666666666,0.10526315789473684,0.8947368421052632,0.5,102,exp_id_number,0.65,fmt_2
0.439,0.561,no,FALSE,2,3,0.6666666666666666,0.15789473684210525,0.8421052631578947,0.4,102,exp_id_number,0.65,fmt_2
0.503,0.497,no,FALSE,2,4,0.6666666666666666,0.21052631578947367,0.7894736842105263,0.3333333333333333,102,exp_id_number,0.65,fmt_2
0.511,0.489,no,FALSE,2,5,0.6666666666666666,0.2631578947368421,0.736842105263158,0.2857142857142857,102,exp_id_number,0.65,fmt_2
0.549,0.451,no,FALSE,2,6,0.6666666666666666,0.3157894736842105,0.6842105263157895,0.25,102,exp_id_number,0.65,fmt_2
0.555,0.445,no,FALSE,2,7,0.6666666666666666,0.3684210526315789,0.631578947368421,0.2222222222222222,102,exp_id_number,0.65,fmt_2
0.594,0.406,no,FALSE,2,8,0.6666666666666666,0.42105263157894735,0.5789473684210527,0.2,102,exp_id_number,0.65,fmt_2
0.623,0.377,yes,TRUE,3,8,1,0.42105263157894735,0.5789473684210527,0.2727272727272727,102,exp_id_number,0.65,fmt_2
0.635,0.365,no,FALSE,3,9,1,0.47368421052631576,0.5263157894736843,0.25,102,exp_id_number,0.65,fmt_2
0.651,0.349,no,FALSE,3,10,1,0.5263157894736842,0.4736842105263158,0.23076923076923078,102,exp_id_number,0.65,fmt_2
0.677,0.323,no,FALSE,3,11,1,0.5789473684210527,0.42105263157894735,0.21428571428571427,102,exp_id_number,0.65,fmt_2
0.708,0.292,no,FALSE,3,12,1,0.631578947368421,0.368421052631579,0.2,102,exp_id_number,0.65,fmt_2
0.733,0.267,no,FALSE,3,13,1,0.6842105263157895,0.3157894736842105,0.1875,102,exp_id_number,0.65,fmt_2
0.777,0.223,no,FALSE,3,14,1,0.7368421052631579,0.26315789473684215,0.17647058823529413,102,exp_id_number,0.65,fmt_2
0.847,0.153,no,FALSE,3,15,1,0.7894736842105263,0.21052631578947367,0.16666666666666666,102,exp_id_number,0.65,fmt_2
0.849,0.151,no,FALSE,3,16,1,0.8421052631578947,0.1578947368421053,0.15789473684210525,102,exp_id_number,0.65,fmt_2
0.897,0.103,no,FALSE,3,17,1,0.8947368421052632,0.10526315789473684,0.15,102,exp_id_number,0.65,fmt_2
0.903,0.097,no,FALSE,3,18,1,0.9473684210526315,0.052631578947368474,0.14285714285714285,102,exp_id_number,0.65,fmt_2
0.95,0.05,no,FALSE,3,19,1,1,0,0.13636363636363635,102,exp_id_number,0.65,fmt_2
0.083,0.917,yes,TRUE,1,0,0.14285714285714285,0,1,1,102,exp_id_number,0.65,p40_1
0.105,0.895,yes,TRUE,2,0,0.2857142857142857,0,1,1,102,exp_id_number,0.65,p40_1
0.13,0.87,yes,TRUE,3,0,0.42857142857142855,0,1,1,102,exp_id_number,0.65,p40_1
0.191,0.809,yes,TRUE,4,0,0.5714285714285714,0,1,1,102,exp_id_number,0.65,p40_1
0.362,0.638,yes,TRUE,5,0,0.7142857142857143,0,1,1,102,exp_id_number,0.65,p40_1
0.445,0.555,no,FALSE,5,1,0.7142857142857143,0.06666666666666667,0.9333333333333333,0.8333333333333334,102,exp_id_number,0.65,p40_1
0.529,0.471,yes,TRUE,6,1,0.8571428571428571,0.06666666666666667,0.9333333333333333,0.8571428571428571,102,exp_id_number,0.65,p40_1
0.592,0.408,yes,TRUE,7,1,1,0.06666666666666667,0.9333333333333333,0.875,102,exp_id_number,0.65,p40_1
0.626,0.374,no,FALSE,7,2,1,0.13333333333333333,0.8666666666666667,0.7777777777777778,102,exp_id_number,0.65,p40_1
0.678,0.322,no,FALSE,7,3,1,0.2,0.8,0.7,102,exp_id_number,0.65,p40_1
0.702,0.298,no,FALSE,7,4,1,0.26666666666666666,0.7333333333333334,0.6363636363636364,102,exp_id_number,0.65,p40_1
0.762,0.238,no,FALSE,7,5,1,0.3333333333333333,0.6666666666666667,0.5833333333333334,102,exp_id_number,0.65,p40_1
0.811,0.189,no,FALSE,7,6,1,0.4,0.6,0.5384615384615384,102,exp_id_number,0.65,p40_1
0.828,0.172,no,FALSE,7,7,1,0.4666666666666667,0.5333333333333333,0.5,102,exp_id_number,0.65,p40_1
0.862,0.138,no,FALSE,7,8,1,0.5333333333333333,0.4666666666666667,0.4666666666666667,102,exp_id_number,0.65,p40_1
0.863,0.137,no,FALSE,7,9,1,0.6,0.4,0.4375,102,exp_id_number,0.65,p40_1
0.867,0.133,no,FALSE,7,10,1,0.6666666666666666,0.33333333333333337,0.4117647058823529,102,exp_id_number,0.65,p40_1
0.899,0.101,no,FALSE,7,11,1,0.7333333333333333,0.2666666666666667,0.3888888888888889,102,exp_id_number,0.65,p40_1
0.929,0.071,no,FALSE,7,12,1,0.8,0.19999999999999996,0.3684210526315789,102,exp_id_number,0.65,p40_1
0.935,0.065,no,FALSE,7,13,1,0.8666666666666667,0.1333333333333333,0.35,102,exp_id_number,0.65,p40_1
0.938,0.062,no,FALSE,7,14,1,0.9333333333333333,0.06666666666666665,0.3333333333333333,102,exp_id_number,0.65,p40_1
0.944,0.056,no,FALSE,7,15,1,1,0,0.3181818181818182,102,exp_id_number,0.65,p40_1
0.025,0.975,yes,TRUE,1,0,0.09090909090909091,0,1,1,102,exp_id_number,0.65,p40_2
0.037,0.963,yes,TRUE,2,0,0.18181818181818182,0,1,1,102,exp_id_number,0.65,p40_2
0.223,0.777,yes,TRUE,3,0,0.2727272727272727,0,1,1,102,exp_id_number,0.65,p40_2
0.309,0.691,yes,TRUE,4,0,0.36363636363636365,0,1,1,102,exp_id_number,0.65,p40_2
0.33,0.67,yes,TRUE,5,0,0.45454545454545453,0,1,1,102,exp_id_number,0.65,p40_2
0.42,0.58,no,FALSE,5,1,0.45454545454545453,0.09090909090909091,0.9090909090909091,0.8333333333333334,102,exp_id_number,0.65,p40_2
0.434,0.566,yes,TRUE,6,1,0.5454545454545454,0.09090909090909091,0.9090909090909091,0.8571428571428571,102,exp_id_number,0.65,p40_2
0.435,0.565,yes,TRUE,7,1,0.6363636363636364,0.09090909090909091,0.9090909090909091,0.875,102,exp_id_number,0.65,p40_2
0.627,0.373,yes,TRUE,8,1,0.7272727272727273,0.09090909090909091,0.9090909090909091,0.8888888888888888,102,exp_id_number,0.65,p40_2
0.671,0.329,no,FALSE,8,2,0.7272727272727273,0.18181818181818182,0.8181818181818181,0.8,102,exp_id_number,0.65,p40_2
0.704,0.296,yes,TRUE,9,2,0.8181818181818182,0.18181818181818182,0.8181818181818181,0.8181818181818182,102,exp_id_number,0.65,p40_2
0.783,0.217,yes,TRUE,10,2,0.9090909090909091,0.18181818181818182,0.8181818181818181,0.8333333333333334,102,exp_id_number,0.65,p40_2
0.785,0.215,yes,TRUE,11,2,1,0.18181818181818182,0.8181818181818181,0.8461538461538461,102,exp_id_number,0.65,p40_2
0.791,0.209,no,FALSE,11,3,1,0.2727272727272727,0.7272727272727273,0.7857142857142857,102,exp_id_number,0.65,p40_2
0.826,0.174,no,FALSE,11,4,1,0.36363636363636365,0.6363636363636364,0.7333333333333333,102,exp_id_number,0.65,p40_2
0.863,0.137,no,FALSE,11,5,1,0.45454545454545453,0.5454545454545454,0.6875,102,exp_id_number,0.65,p40_2
0.864,0.136,no,FALSE,11,6,1,0.5454545454545454,0.4545454545454546,0.6470588235294118,102,exp_id_number,0.65,p40_2
0.884,0.116,no,FALSE,11,7,1,0.6363636363636364,0.36363636363636365,0.6111111111111112,102,exp_id_number,0.65,p40_2
0.886,0.114,no,FALSE,11,8,1,0.7272727272727273,0.2727272727272727,0.5789473684210527,102,exp_id_number,0.65,p40_2
0.891,0.109,no,FALSE,11,9,1,0.8181818181818182,0.18181818181818177,0.55,102,exp_id_number,0.65,p40_2
0.926,0.074,no,FALSE,11,10,1,0.9090909090909091,0.09090909090909094,0.5238095238095238,102,exp_id_number,0.65,p40_2
0.961,0.039,no,FALSE,11,11,1,1,0,0.5,102,exp_id_number,0.65,p40_2
0.108,0.892,yes,TRUE,1,0,0.125,0,1,1,102,exp_id_number,0.65,p40_3
0.13,0.87,yes,TRUE,2,0,0.25,0,1,1,102,exp_id_number,0.65,p40_3
0.131,0.869,yes,TRUE,3,0,0.375,0,1,1,102,exp_id_number,0.65,p40_3
0.181,0.819,yes,TRUE,4,0,0.5,0,1,1,102,exp_id_number,0.65,p40_3
0.237,0.763,yes,TRUE,5,0,0.625,0,1,1,102,exp_id_number,0.65,p40_3
0.363,0.637,yes,TRUE,6,0,0.75,0,1,1,102,exp_id_number,0.65,p40_3
0.588,0.412,yes,TRUE,7,0,0.875,0,1,1,102,exp_id_number,0.65,p40_3
0.607,0.393,no,FALSE,7,1,0.875,0.07142857142857142,0.9285714285714286,0.875,102,exp_id_number,0.65,p40_3
0.691,0.309,yes,TRUE,8,1,1,0.07142857142857142,0.9285714285714286,0.8888888888888888,102,exp_id_number,0.65,p40_3
0.753,0.247,no,FALSE,8,2,1,0.14285714285714285,0.8571428571428572,0.8,102,exp_id_number,0.65,p40_3
0.812,0.188,no,FALSE,8,3,1,0.21428571428571427,0.7857142857142857,0.7272727272727273,102,exp_id_number,0.65,p40_3
0.818,0.182,no,FALSE,8,4,1,0.2857142857142857,0.7142857142857143,0.6666666666666666,102,exp_id_number,0.65,p40_3
0.831,0.169,no,FALSE,8,5,1,0.35714285714285715,0.6428571428571428,0.6153846153846154,102,exp_id_number,0.65,p40_3
0.887,0.113,no,FALSE,8,6,1,0.42857142857142855,0.5714285714285714,0.5714285714285714,102,exp_id_number,0.65,p40_3
0.895,0.105,no,FALSE,8,7,1,0.5,0.5,0.5333333333333333,102,exp_id_number,0.65,p40_3
0.904,0.096,no,FALSE,8,8,1,0.5714285714285714,0.4285714285714286,0.5,102,exp_id_number,0.65,p40_3
0.905,0.095,no,FALSE,8,9,1,0.6428571428571429,0.3571428571428571,0.47058823529411764,102,exp_id_number,0.65,p40_3
0.915,0.085,no,FALSE,8,10,1,0.7142857142857143,0.2857142857142857,0.4444444444444444,102,exp_id_number,0.65,p40_3
0.932,0.068,no,FALSE,8,11,1,0.7857142857142857,0.2142857142857143,0.42105263157894735,102,exp_id_number,0.65,p40_3
0.933,0.067,no,FALSE,8,12,1,0.8571428571428571,0.1428571428571429,0.4,102,exp_id_number,0.65,p40_3
0.964,0.036,no,FALSE,8,13,1,0.9285714285714286,0.0714285714285714,0.38095238095238093,102,exp_id_number,0.65,p40_3
0.968,0.032,no,FALSE,8,14,1,1,0,0.36363636363636365,102,exp_id_number,0.65,p40_3
0.085,0.915,yes,TRUE,1,0,0.09090909090909091,0,1,1,103,exp_id_number,0.65,fmt_1
0.127,0.873,yes,TRUE,2,0,0.18181818181818182,0,1,1,103,exp_id_number,0.65,fmt_1
0.176,0.824,yes,TRUE,3,0,0.2727272727272727,0,1,1,103,exp_id_number,0.65,fmt_1
0.201,0.799,yes,TRUE,4,0,0.36363636363636365,0,1,1,103,exp_id_number,0.65,fmt_1
0.218,0.782,yes,TRUE,5,0,0.45454545454545453,0,1,1,103,exp_id_number,0.65,fmt_1
0.247,0.753,yes,TRUE,6,0,0.5454545454545454,0,1,1,103,exp_id_number,0.65,fmt_1
0.271,0.729,yes,TRUE,7,0,0.6363636363636364,0,1,1,103,exp_id_number,0.65,fmt_1
0.47,0.53,yes,TRUE,8,0,0.7272727272727273,0,1,1,103,exp_id_number,0.65,fmt_1
0.533,0.467,no,FALSE,8,1,0.7272727272727273,0.09090909090909091,0.9090909090909091,0.8888888888888888,103,exp_id_number,0.65,fmt_1
0.596,0.404,no,FALSE,8,2,0.7272727272727273,0.18181818181818182,0.8181818181818181,0.8,103,exp_id_number,0.65,fmt_1
0.662,0.338,yes,TRUE,9,2,0.8181818181818182,0.18181818181818182,0.8181818181818181,0.8181818181818182,103,exp_id_number,0.65,fmt_1
0.695,0.305,yes,TRUE,10,2,0.9090909090909091,0.18181818181818182,0.8181818181818181,0.8333333333333334,103,exp_id_number,0.65,fmt_1
0.79,0.21,yes,TRUE,11,2,1,0.18181818181818182,0.8181818181818181,0.8461538461538461,103,exp_id_number,0.65,fmt_1
0.84,0.16,no,FALSE,11,3,1,0.2727272727272727,0.7272727272727273,0.7857142857142857,103,exp_id_number,0.65,fmt_1
0.848,0.152,no,FALSE,11,4,1,0.36363636363636365,0.6363636363636364,0.7333333333333333,103,exp_id_number,0.65,fmt_1
0.867,0.133,no,FALSE,11,5,1,0.45454545454545453,0.5454545454545454,0.6875,103,exp_id_number,0.65,fmt_1
0.877,0.123,no,FALSE,11,6,1,0.5454545454545454,0.4545454545454546,0.6470588235294118,103,exp_id_number,0.65,fmt_1
0.899,0.101,no,FALSE,11,7,1,0.6363636363636364,0.36363636363636365,0.6111111111111112,103,exp_id_number,0.65,fmt_1
0.915,0.085,no,FALSE,11,8,1,0.7272727272727273,0.2727272727272727,0.5789473684210527,103,exp_id_number,0.65,fmt_1
0.929,0.071,no,FALSE,11,9,1,0.8181818181818182,0.18181818181818177,0.55,103,exp_id_number,0.65,fmt_1
0.943,0.057,no,FALSE,11,10,1,0.9090909090909091,0.09090909090909094,0.5238095238095238,103,exp_id_number,0.65,fmt_1
0.962,0.038,no,FALSE,11,11,1,1,0,0.5,103,exp_id_number,0.65,fmt_1
0.019,0.981,yes,TRUE,1,0,0.2,0,1,1,103,exp_id_number,0.65,fmt_2
0.081,0.919,yes,TRUE,2,0,0.4,0,1,1,103,exp_id_number,0.65,fmt_2
0.117,0.883,yes,TRUE,3,0,0.6,0,1,1,103,exp_id_number,0.65,fmt_2
0.125,0.875,yes,TRUE,4,0,0.8,0,1,1,103,exp_id_number,0.65,fmt_2
0.292,0.708,yes,TRUE,5,0,1,0,1,1,103,exp_id_number,0.65,fmt_2
0.361,0.639,no,FALSE,5,1,1,0.058823529411764705,0.9411764705882353,0.8333333333333334,103,exp_id_number,0.65,fmt_2
0.382,0.618,no,FALSE,5,2,1,0.11764705882352941,0.8823529411764706,0.7142857142857143,103,exp_id_number,0.65,fmt_2
0.382,0.618,no,FALSE,5,3,1,0.17647058823529413,0.8235294117647058,0.625,103,exp_id_number,0.65,fmt_2
0.419,0.581,no,FALSE,5,4,1,0.23529411764705882,0.7647058823529411,0.5555555555555556,103,exp_id_number,0.65,fmt_2
0.46,0.54,no,FALSE,5,5,1,0.29411764705882354,0.7058823529411764,0.5,103,exp_id_number,0.65,fmt_2
0.482,0.518,no,FALSE,5,6,1,0.35294117647058826,0.6470588235294117,0.45454545454545453,103,exp_id_number,0.65,fmt_2
0.522,0.478,no,FALSE,5,7,1,0.4117647058823529,0.5882352941176471,0.4166666666666667,103,exp_id_number,0.65,fmt_2
0.588,0.412,no,FALSE,5,8,1,0.47058823529411764,0.5294117647058824,0.38461538461538464,103,exp_id_number,0.65,fmt_2
0.608,0.392,no,FALSE,5,9,1,0.5294117647058824,0.47058823529411764,0.35714285714285715,103,exp_id_number,0.65,fmt_2
0.661,0.339,no,FALSE,5,10,1,0.5882352941176471,0.4117647058823529,0.3333333333333333,103,exp_id_number,0.65,fmt_2
0.701,0.299,no,FALSE,5,11,1,0.6470588235294118,0.3529411764705882,0.3125,103,exp_id_number,0.65,fmt_2
0.72,0.28,no,FALSE,5,12,1,0.7058823529411765,0.2941176470588235,0.29411764705882354,103,exp_id_number,0.65,fmt_2
0.791,0.209,no,FALSE,5,13,1,0.7647058823529411,0.23529411764705888,0.2777777777777778,103,exp_id_number,0.65,fmt_2
0.825,0.175,no,FALSE,5,14,1,0.8235294117647058,0.17647058823529416,0.2631578947368421,103,exp_id_number,0.65,fmt_2
0.903,0.097,no,FALSE,5,15,1,0.8823529411764706,0.11764705882352944,0.25,103,exp_id_number,0.65,fmt_2
0.929,0.071,no,FALSE,5,16,1,0.9411764705882353,0.05882352941176472,0.23809523809523808,103,exp_id_number,0.65,fmt_2
0.932,0.068,no,FALSE,5,17,1,1,0,0.22727272727272727,103,exp_id_number,0.65,fmt_2
0.052,0.948,yes,TRUE,1,0,0.1111111111111111,0,1,1,103,exp_id_number,0.65,p40_1
0.123,0.877,yes,TRUE,2,0,0.2222222222222222,0,1,1,103,exp_id_number,0.65,p40_1
0.135,0.865,yes,TRUE,3,0,0.3333333333333333,0,1,1,103,exp_id_number,0.65,p40_1
0.194,0.806,yes,TRUE,4,0,0.4444444444444444,0,1,1,103,exp_id_number,0.65,p40_1
0.221,0.779,yes,TRUE,5,0,0.5555555555555556,0,1,1,103,exp_id_number,0.65,p40_1
0.282,0.718,yes,TRUE,6,0,0.6666666666666666,0,1,1,103,exp_id_number,0.65,p40_1
0.554,0.446,no,FALSE,6,1,0.6666666666666666,0.07692307692307693,0.9230769230769231,0.8571428571428571,103,exp_id_number,0.65,p40_1
0.594,0.406,yes,TRUE,7,1,0.7777777777777778,0.07692307692307693,0.9230769230769231,0.875,103,exp_id_number,0.65,p40_1
0.673,0.327,yes,TRUE,8,1,0.8888888888888888,0.07692307692307693,0.9230769230769231,0.8888888888888888,103,exp_id_number,0.65,p40_1
0.718,0.282,no,FALSE,8,2,0.8888888888888888,0.15384615384615385,0.8461538461538461,0.8,103,exp_id_number,0.65,p40_1
0.727,0.273,no,FALSE,8,3,0.8888888888888888,0.23076923076923078,0.7692307692307692,0.7272727272727273,103,exp_id_number,0.65,p40_1
0.756,0.244,no,FALSE,8,4,0.8888888888888888,0.3076923076923077,0.6923076923076923,0.6666666666666666,103,exp_id_number,0.65,p40_1
0.772,0.228,yes,TRUE,9,4,1,0.3076923076923077,0.6923076923076923,0.6923076923076923,103,exp_id_number,0.65,p40_1
0.825,0.175,no,FALSE,9,5,1,0.38461538461538464,0.6153846153846154,0.6428571428571429,103,exp_id_number,0.65,p40_1
0.826,0.174,no,FALSE,9,6,1,0.46153846153846156,0.5384615384615384,0.6,103,exp_id_number,0.65,p40_1
0.897,0.103,no,FALSE,9,7,1,0.5384615384615384,0.46153846153846156,0.5625,103,exp_id_number,0.65,p40_1
0.907,0.093,no,FALSE,9,8,1,0.6153846153846154,0.3846153846153846,0.5294117647058824,103,exp_id_number,0.65,p40_1
0.913,0.087,no,FALSE,9,9,1,0.6923076923076923,0.3076923076923077,0.5,103,exp_id_number,0.65,p40_1
0.941,0.059,no,FALSE,9,10,1,0.7692307692307693,0.23076923076923073,0.47368421052631576,103,exp_id_number,0.65,p40_1
0.942,0.058,no,FALSE,9,11,1,0.8461538461538461,0.15384615384615385,0.45,103,exp_id_number,0.65,p40_1
0.95,0.05,no,FALSE,9,12,1,0.9230769230769231,0.07692307692307687,0.42857142857142855,103,exp_id_number,0.65,p40_1
0.953,0.047,no,FALSE,9,13,1,1,0,0.4090909090909091,103,exp_id_number,0.65,p40_1
0.037,0.963,yes,TRUE,1,0,0.09090909090909091,0,1,1,103,exp_id_number,0.65,p40_2
0.049,0.951,yes,TRUE,2,0,0.18181818181818182,0,1,1,103,exp_id_number,0.65,p40_2
0.218,0.782,yes,TRUE,3,0,0.2727272727272727,0,1,1,103,exp_id_number,0.65,p40_2
0.296,0.704,yes,TRUE,4,0,0.36363636363636365,0,1,1,103,exp_id_number,0.65,p40_2
0.313,0.687,yes,TRUE,5,0,0.45454545454545453,0,1,1,103,exp_id_number,0.65,p40_2
0.398,0.602,yes,TRUE,6,0,0.5454545454545454,0,1,1,103,exp_id_number,0.65,p40_2
0.437,0.563,no,FALSE,6,1,0.5454545454545454,0.09090909090909091,0.9090909090909091,0.8571428571428571,103,exp_id_number,0.65,p40_2
0.447,0.553,yes,TRUE,7,1,0.6363636363636364,0.09090909090909091,0.9090909090909091,0.875,103,exp_id_number,0.65,p40_2
0.641,0.359,yes,TRUE,8,1,0.7272727272727273,0.09090909090909091,0.9090909090909091,0.8888888888888888,103,exp_id_number,0.65,p40_2
0.664,0.336,yes,TRUE,9,1,0.8181818181818182,0.09090909090909091,0.9090909090909091,0.9,103,exp_id_number,0.65,p40_2
0.706,0.294,no,FALSE,9,2,0.8181818181818182,0.18181818181818182,0.8181818181818181,0.8181818181818182,103,exp_id_number,0.65,p40_2
0.742,0.258,yes,TRUE,10,2,0.9090909090909091,0.18181818181818182,0.8181818181818181,0.8333333333333334,103,exp_id_number,0.65,p40_2
0.748,0.252,yes,TRUE,11,2,1,0.18181818181818182,0.8181818181818181,0.8461538461538461,103,exp_id_number,0.65,p40_2
0.784,0.216,no,FALSE,11,3,1,0.2727272727272727,0.7272727272727273,0.7857142857142857,103,exp_id_number,0.65,p40_2
0.81,0.19,no,FALSE,11,4,1,0.36363636363636365,0.6363636363636364,0.7333333333333333,103,exp_id_number,0.65,p40_2
0.813,0.187,no,FALSE,11,5,1,0.45454545454545453,0.5454545454545454,0.6875,103,exp_id_number,0.65,p40_2
0.826,0.174,no,FALSE,11,6,1,0.5454545454545454,0.4545454545454546,0.6470588235294118,103,exp_id_number,0.65,p40_2
0.846,0.154,no,FALSE,11,7,1,0.6363636363636364,0.36363636363636365,0.6111111111111112,103,exp_id_number,0.65,p40_2
0.907,0.093,no,FALSE,11,8,1,0.7272727272727273,0.2727272727272727,0.5789473684210527,103,exp_id_number,0.65,p40_2
0.915,0.085,no,FALSE,11,9,1,0.8181818181818182,0.18181818181818177,0.55,103,exp_id_number,0.65,p40_2
0.919,0.081,no,FALSE,11,10,1,0.9090909090909091,0.09090909090909094,0.5238095238095238,103,exp_id_number,0.65,p40_2
0.949,0.051,no,FALSE,11,11,1,1,0,0.5,103,exp_id_number,0.65,p40_2
0.076,0.924,yes,TRUE,1,0,0.1111111111111111,0,1,1,103,exp_id_number,0.65,p40_3
0.128,0.872,yes,TRUE,2,0,0.2222222222222222,0,1,1,103,exp_id_number,0.65,p40_3
0.133,0.867,yes,TRUE,3,0,0.3333333333333333,0,1,1,103,exp_id_number,0.65,p40_3
0.135,0.865,yes,TRUE,4,0,0.4444444444444444,0,1,1,103,exp_id_number,0.65,p40_3
0.142,0.858,yes,TRUE,5,0,0.5555555555555556,0,1,1,103,exp_id_number,0.65,p40_3
0.15,0.85,yes,TRUE,6,0,0.6666666666666666,0,1,1,103,exp_id_number,0.65,p40_3
0.571,0.429,no,FALSE,6,1,0.6666666666666666,0.07692307692307693,0.9230769230769231,0.8571428571428571,103,exp_id_number,0.65,p40_3
0.626,0.374,yes,TRUE,7,1,0.7777777777777778,0.07692307692307693,0.9230769230769231,0.875,103,exp_id_number,0.65,p40_3
0.71,0.29,yes,TRUE,8,1,0.8888888888888888,0.07692307692307693,0.9230769230769231,0.8888888888888888,103,exp_id_number,0.65,p40_3
0.76,0.24,yes,TRUE,9,1,1,0.07692307692307693,0.9230769230769231,0.9,103,exp_id_number,0.65,p40_3
0.767,0.233,no,FALSE,9,2,1,0.15384615384615385,0.8461538461538461,0.8181818181818182,103,exp_id_number,0.65,p40_3
0.785,0.215,no,FALSE,9,3,1,0.23076923076923078,0.7692307692307692,0.75,103,exp_id_number,0.65,p40_3
0.797,0.203,no,FALSE,9,4,1,0.3076923076923077,0.6923076923076923,0.6923076923076923,103,exp_id_number,0.65,p40_3
0.816,0.184,no,FALSE,9,5,1,0.38461538461538464,0.6153846153846154,0.6428571428571429,103,exp_id_number,0.65,p40_3
0.883,0.117,no,FALSE,9,6,1,0.46153846153846156,0.5384615384615384,0.6,103,exp_id_number,0.65,p40_3
0.883,0.117,no,FALSE,9,7,1,0.5384615384615384,0.46153846153846156,0.5625,103,exp_id_number,0.65,p40_3
0.902,0.098,no,FALSE,9,8,1,0.6153846153846154,0.3846153846153846,0.5294117647058824,103,exp_id_number,0.65,p40_3
0.913,0.087,no,FALSE,9,9,1,0.6923076923076923,0.3076923076923077,0.5,103,exp_id_number,0.65,p40_3
0.934,0.066,no,FALSE,9,10,1,0.7692307692307693,0.23076923076923073,0.47368421052631576,103,exp_id_number,0.65,p40_3
0.935,0.065,no,FALSE,9,11,1,0.8461538461538461,0.15384615384615385,0.45,103,exp_id_number,0.65,p40_3
0.94,0.06,no,FALSE,9,12,1,0.9230769230769231,0.07692307692307687,0.42857142857142855,103,exp_id_number,0.65,p40_3
0.964,0.036,no,FALSE,9,13,1,1,0,0.4090909090909091,103,exp_id_number,0.65,p40_3
0.112,0.888,yes,TRUE,1,0,0.1111111111111111,0,1,1,104,exp_id_number,0.65,fmt_1
0.162,0.838,yes,TRUE,2,0,0.2222222222222222,0,1,1,104,exp_id_number,0.65,fmt_1
0.194,0.806,yes,TRUE,3,0,0.3333333333333333,0,1,1,104,exp_id_number,0.65,fmt_1
0.202,0.798,yes,TRUE,4,0,0.4444444444444444,0,1,1,104,exp_id_number,0.65,fmt_1
0.252,0.748,yes,TRUE,5,0,0.5555555555555556,0,1,1,104,exp_id_number,0.65,fmt_1
0.282,0.718,yes,TRUE,6,0,0.6666666666666666,0,1,1,104,exp_id_number,0.65,fmt_1
0.396,0.604,yes,TRUE,7,0,0.7777777777777778,0,1,1,104,exp_id_number,0.65,fmt_1
0.7,0.3,yes,TRUE,8,0,0.8888888888888888,0,1,1,104,exp_id_number,0.65,fmt_1
0.76,0.24,yes,TRUE,9,0,1,0,1,1,104,exp_id_number,0.65,fmt_1
0.812,0.188,no,FALSE,9,1,1,0.07692307692307693,0.9230769230769231,0.9,104,exp_id_number,0.65,fmt_1
